CustomerID,FirstName,LastName,Age,Gender,City,Occupation,AnnualIncome,Email,Phone,SignupDate,IsActive
1015,Customer_15,LastName_15,70.0,Male,Antalya,Student,52014.0,customer1015@email.com,+90 559 346 89 50,2023-04-16,True
1016,Customer_16,LastName_16,77.0,Female,Bursa,Consultant,128657.0,customer1016@email.com,+90 585 980 86 45,2023-01-04,True
1017,Customer_17,LastName_17,41.0,Female,Adana,Doctor,144802.0,customer1017@email.com,+90 586 783 75 24,2023-09-02,True
1018,Customer_18,LastName_18,71.0,Female,Istanbul,Manager,64962.0,customer1018@email.com,+90 586 645 79 94,2023-05-20,True
1019,Customer_19,LastName_19,69.0,Male,Izmir,Sales,123833.0,customer1019@email.com,+90 553 864 42 88,2023-03-18,False
1020,Customer_20,LastName_20,37.0,Female,Istanbul,Consultant,72287.0,customer1020@email.com,+90 515 584 49 15,2023-02-19,True
1021,Customer_21,LastName_21,,Male,Gaziantep,Student,30316.0,customer1021@email.com,+90 584 625 94 93,2024-10-14,True
1022,Customer_22,LastName_22,34.0,Male,Adana,Engineer,101967.0,customer1022@email.com,+90 514 400 68 82,2024-11-22,True
1023,Customer_23,LastName_23,,Female,Istanbul,Designer,79248.0,customer1023@email.com,+90 552 585 62 36,2024-04-19,False
1024,Customer_24,LastName_24,30.0,Female,Konya,Manager,121012.0,customer1024@email.com,+90 578 168 57 88,2023-12-14,True
1025,Customer_25,LastName_25,34.0,Male,Konya,Teacher,119852.0,customer1025@email.com,+90 582 978 34 17,2024-04-29,True
1026,Customer_26,LastName_26,68.0,Female,Antalya,Analyst,143524.0,customer1026@email.com,+90 587 842 41 70,2023-07-27,False
1027,Customer_27,LastName_27,69.0,Female,Antalya,Developer,82538.0,customer1027@email.com,+90 596 612 40 80,2024-09-20,True
1028,Customer_28,LastName_28,32.0,Male,Istanbul,Consultant,87901.0,customer1028@email.com,+90 524 845 79 25,2024-10-22,False
1029,Customer_29,LastName_29,21.0,Female,Bursa,Designer,78049.0,customer1029@email.com,+90 587 463 90 83,2023-07-02,True
1030,Customer_30,LastName_30,35.0,Female,Gaziantep,Analyst,65633.0,customer1030@email.com,+90 581 156 20 27,2024-06-05,True
1031,Customer_31,LastName_31,60.0,Female,Istanbul,Consultant,106541.0,customer1031@email.com,+90 554 759 89 96,2024-09-22,False
1032,Customer_32,LastName_32,26.0,Female,Adana,Teacher,129364.0,customer1032@email.com,+90 523 559 36 86,2023-04-02,True
1033,Customer_33,LastName_33,65.0,Female,Konya,Doctor,48937.0,customer1033@email.com,+90 589 196 97 85,2024-10-30,True
1034,Customer_34,LastName_34,73.0,Male,Bursa,Analyst,147821.0,customer1034@email.com,+90 518 368 54 17,2023-04-21,True
1035,Customer_35,LastName_35,20.0,Female,Ankara,Sales,112057.0,customer1035@email.com,+90 565 565 16 86,2024-01-30,True
1036,Customer_36,LastName_36,44.0,Female,Gaziantep,Teacher,123613.0,customer1036@email.com,+90 524 283 93 65,2023-01-30,True
1037,Customer_37,LastName_37,35.0,Female,Ankara,Sales,149863.0,customer1037@email.com,+90 546 675 26 30,2024-11-10,True
1038,Customer_38,LastName_38,34.0,Male,Gaziantep,Manager,90484.0,customer1038@email.com,+90 587 576 95 61,2024-04-19,True
1039,Customer_39,LastName_39,27.0,Female,Antalya,Consultant,38555.0,customer1039@email.com,+90 542 176 21 55,2023-06-26,True
1040,Customer_40,LastName_40,74.0,Female,Izmir,Manager,124835.0,customer1040@email.com,+90 579 558 96 80,2024-10-04,True
1041,Customer_41,LastName_41,54.0,Female,Izmir,Manager,134492.0,customer1041@email.com,+90 566 887 77 94,2024-05-27,True
1042,Customer_42,LastName_42,73.0,Male,Adana,Teacher,49488.0,customer1042@email.com,+90 553 385 34 40,2023-10-15,True
1043,Customer_43,LastName_43,46.0,Female,Antalya,Sales,32896.0,customer1043@email.com,+90 511 567 63 23,2023-10-22,True
1044,Customer_44,LastName_44,64.0,Male,Ankara,Designer,46299.0,customer1044@email.com,+90 532 936 61 92,2024-08-19,True
1045,Customer_45,LastName_45,69.0,Female,Antalya,Analyst,68876.0,customer1045@email.com,+90 559 824 42 93,2023-05-10,False
1046,Customer_46,LastName_46,67.0,Male,Ankara,Manager,140914.0,customer1046@email.com,+90 518 450 17 84,2024-12-14,True
1047,Customer_47,LastName_47,22.0,Female,Bursa,Manager,30296.0,customer1047@email.com,+90 516 248 62 24,2024-11-01,True
1048,Customer_48,LastName_48,73.0,Male,Adana,Analyst,126456.0,customer1048@email.com,+90 581 663 85 78,2024-10-19,True
1049,Customer_49,LastName_49,64.0,Female,Gaziantep,Sales,132583.0,customer1049@email.com,+90 581 136 87 13,2023-05-15,True
1050,Customer_50,LastName_50,23.0,Female,Ankara,Designer,127326.0,customer1050@email.com,+90 588 928 31 58,2024-02-17,True
1051,Customer_51,LastName_51,57.0,Male,Gaziantep,Student,39866.0,customer1051@email.com,+90 545 193 72 47,2024-07-11,True
1052,Customer_52,LastName_52,76.0,Male,Ankara,Student,111503.0,customer1052@email.com,+90 549 163 77 65,2023-07-03,True
1053,Customer_53,LastName_53,52.0,Other,Ankara,Engineer,144468.0,customer1053@email.com,+90 523 741 72 28,2023-01-03,True
1054,Customer_54,LastName_54,22.0,Female,Izmir,Manager,44444.0,customer1054@email.com,+90 587 938 18 42,2023-05-21,True
1055,Customer_55,LastName_55,67.0,Male,Konya,Teacher,33802.0,customer1055@email.com,+90 597 727 70 94,2023-03-08,True
1056,Customer_56,LastName_56,,Female,Ankara,Manager,134839.0,customer1056@email.com,+90 553 676 94 66,2023-03-13,True
1057,Customer_57,LastName_57,32.0,Female,Istanbul,Manager,107392.0,customer1057@email.com,+90 533 713 53 77,2024-11-20,True
1058,Customer_58,LastName_58,,Male,Bursa,Student,107572.0,customer1058@email.com,+90 515 133 34 36,2023-04-25,True
1059,Customer_59,LastName_59,61.0,Female,Gaziantep,Consultant,145732.0,customer1059@email.com,+90 527 616 97 94,2024-03-01,True
1060,Customer_60,LastName_60,68.0,Male,Izmir,Analyst,122372.0,customer1060@email.com,+90 553 965 14 70,2024-09-02,True
1061,Customer_61,LastName_61,56.0,Male,Gaziantep,Manager,77693.0,customer1061@email.com,+90 515 174 48 17,2024-08-10,True
1062,Customer_62,LastName_62,50.0,Female,Istanbul,Sales,82301.0,customer1062@email.com,+90 584 695 52 95,2023-10-07,True
1063,Customer_63,LastName_63,41.0,Male,Izmir,Engineer,47363.0,customer1063@email.com,+90 550 559 78 39,2023-12-24,True
1064,Customer_64,LastName_64,38.0,Male,Izmir,Manager,66486.0,customer1064@email.com,+90 568 250 66 34,2023-10-02,True
1065,Customer_65,LastName_65,19.0,Female,Konya,Analyst,83448.0,customer1065@email.com,+90 557 809 51 38,2023-04-10,True
1066,Customer_66,LastName_66,36.0,Female,Istanbul,Sales,61330.0,customer1066@email.com,+90 594 938 54 50,2023-03-23,True
1067,Customer_67,LastName_67,62.0,Male,Konya,Analyst,139905.0,customer1067@email.com,+90 582 930 56 10,2024-09-30,True
1068,Customer_68,LastName_68,69.0,Male,Konya,Student,31416.0,customer1068@email.com,+90 529 319 28 74,2023-09-13,False
1069,Customer_69,LastName_69,35.0,Female,Gaziantep,Teacher,100443.0,customer1069@email.com,+90 583 903 32 91,2024-12-29,True
1070,Customer_70,LastName_70,27.0,Female,Antalya,Analyst,122593.0,customer1070@email.com,+90 538 319 53 16,2024-09-27,True
1071,Customer_71,LastName_71,62.0,Female,Adana,Student,117853.0,customer1071@email.com,+90 540 649 75 88,2023-01-07,True
1072,Customer_72,LastName_72,54.0,Male,Adana,Teacher,107248.0,customer1072@email.com,+90 531 848 84 63,2023-03-16,True
1073,Customer_73,LastName_73,40.0,Female,Adana,Engineer,,customer1073@email.com,+90 563 310 15 82,2024-07-03,False
1074,Customer_74,LastName_74,62.0,Male,Antalya,Teacher,140217.0,customer1074@email.com,+90 571 975 38 52,2024-10-21,False
1075,Customer_75,LastName_75,58.0,Female,Ankara,Manager,69474.0,customer1075@email.com,+90 576 347 71 22,2024-04-19,True
1076,Customer_76,LastName_76,18.0,Male,Istanbul,Doctor,120016.0,customer1076@email.com,+90 573 658 69 24,2023-08-11,True
1077,Customer_77,LastName_77,75.0,Female,Ankara,Sales,141198.0,customer1077@email.com,+90 514 680 11 47,2024-12-29,True
1078,Customer_78,LastName_78,78.0,Male,Adana,Student,45406.0,customer1078@email.com,+90 563 607 48 29,2023-05-10,True
1079,Customer_79,LastName_79,71.0,Female,Antalya,Teacher,143650.0,customer1079@email.com,+90 529 896 44 41,2024-07-02,True
1080,Customer_80,LastName_80,23.0,Male,Istanbul,Designer,123124.0,customer1080@email.com,+90 526 983 60 17,2023-01-31,False
1081,Customer_81,LastName_81,18.0,Female,Konya,Sales,103991.0,customer1081@email.com,+90 530 762 60 15,2023-08-27,False
1082,Customer_82,LastName_82,,Female,Istanbul,Developer,74808.0,customer1082@email.com,+90 561 747 78 42,2024-07-07,True
1083,Customer_83,LastName_83,44.0,Male,Istanbul,Consultant,138512.0,customer1083@email.com,+90 571 290 97 41,2023-09-19,True
1084,Customer_84,LastName_84,65.0,Male,Konya,Manager,35285.0,customer1084@email.com,+90 564 388 47 11,2024-09-13,True
1085,Customer_85,LastName_85,57.0,Male,Ankara,Doctor,81819.0,customer1085@email.com,+90 590 493 75 85,2024-10-10,False
1086,Customer_86,LastName_86,55.0,Male,Izmir,Student,120796.0,customer1086@email.com,+90 524 570 91 70,2024-12-14,False
1087,Customer_87,LastName_87,62.0,Male,Izmir,Manager,127337.0,customer1087@email.com,+90 540 344 47 38,2024-08-20,True
1088,Customer_88,LastName_88,34.0,Female,Adana,Manager,,customer1088@email.com,+90 587 220 52 32,2024-04-23,True
1089,Customer_89,LastName_89,43.0,Female,Izmir,Sales,35713.0,customer1089@email.com,+90 534 585 37 81,2023-06-30,False
1090,Customer_90,LastName_90,30.0,Female,Gaziantep,Analyst,126342.0,customer1090@email.com,+90 592 996 29 38,2024-01-09,True
1091,Customer_91,LastName_91,27.0,Male,Istanbul,Student,80627.0,customer1091@email.com,+90 517 161 23 47,2024-08-17,True
1092,Customer_92,LastName_92,76.0,Male,Antalya,Designer,47223.0,customer1092@email.com,+90 512 870 64 87,2023-12-27,True
1093,Customer_93,LastName_93,55.0,Female,Konya,Designer,40268.0,customer1093@email.com,+90 530 262 53 53,2024-05-14,True
1094,Customer_94,LastName_94,43.0,Female,Ankara,Sales,106877.0,customer1094@email.com,+90 552 268 36 37,2023-08-18,True
1095,Customer_95,LastName_95,48.0,Male,Ankara,Engineer,99938.0,customer1095@email.com,+90 514 782 72 48,2023-09-29,True
1096,Customer_96,LastName_96,40.0,Male,Antalya,Analyst,132479.0,customer1096@email.com,+90 519 674 18 93,2023-01-13,False
1097,Customer_97,LastName_97,67.0,Male,Izmir,Sales,33788.0,customer1097@email.com,+90 538 511 20 94,2024-02-26,True
1098,Customer_98,LastName_98,,Male,Adana,Doctor,134211.0,customer1098@email.com,+90 596 320 24 90,2024-02-03,True
1099,Customer_99,LastName_99,37.0,Female,Bursa,Teacher,136469.0,customer1099@email.com,+90 533 134 70 29,2023-01-18,True
1100,Customer_100,LastName_100,40.0,Male,Antalya,Doctor,83556.0,customer1100@email.com,+90 567 711 84 69,2024-02-04,True
1101,Customer_101,LastName_101,62.0,Female,Izmir,Engineer,39200.0,customer1101@email.com,+90 548 503 95 97,2023-06-18,True
1102,Customer_102,LastName_102,44.0,Female,Istanbul,Doctor,143609.0,customer1102@email.com,+90 567 547 23 45,2023-02-19,True
1103,Customer_103,LastName_103,32.0,Female,Antalya,Manager,38644.0,customer1103@email.com,+90 522 356 22 44,2023-04-16,True
1104,Customer_104,LastName_104,55.0,Male,Konya,Student,100881.0,customer1104@email.com,+90 517 629 43 61,2023-04-18,True
1105,Customer_105,LastName_105,28.0,Male,Izmir,Consultant,89179.0,customer1105@email.com,+90 579 157 36 27,2023-07-16,True
1106,Customer_106,LastName_106,25.0,Male,Ankara,Engineer,130210.0,customer1106@email.com,+90 566 479 18 73,2023-08-07,True
1107,Customer_107,LastName_107,31.0,Male,Bursa,Manager,90313.0,customer1107@email.com,+90 588 762 68 76,2023-05-08,True
1108,Customer_108,LastName_108,30.0,Female,Bursa,Doctor,86294.0,customer1108@email.com,+90 582 377 59 32,2024-12-06,True
1109,Customer_109,LastName_109,39.0,Male,Bursa,Consultant,135678.0,customer1109@email.com,+90 593 535 16 26,2023-02-10,True
1110,Customer_110,LastName_110,51.0,Female,Konya,Designer,145681.0,customer1110@email.com,+90 512 844 32 46,2024-01-05,True
1111,Customer_111,LastName_111,18.0,Female,Izmir,Consultant,95912.0,customer1111@email.com,+90 577 300 79 73,2024-09-23,True
1112,Customer_112,LastName_112,54.0,Female,Izmir,Developer,84567.0,customer1112@email.com,+90 527 262 32 93,2024-06-22,True
1113,Customer_113,LastName_113,49.0,Female,Konya,Manager,129731.0,customer1113@email.com,+90 516 800 85 58,2024-11-29,True
1114,Customer_114,LastName_114,28.0,Female,Istanbul,Consultant,129731.0,customer1114@email.com,+90 566 807 21 24,2023-11-17,True
1115,Customer_115,LastName_115,,Other,Bursa,Developer,68326.0,customer1115@email.com,+90 511 989 56 84,2024-01-18,False
1116,Customer_116,LastName_116,47.0,Male,Gaziantep,Sales,99147.0,customer1116@email.com,+90 565 196 23 36,2023-05-22,False
1117,Customer_117,LastName_117,29.0,Male,Ankara,Sales,,customer1117@email.com,+90 513 777 93 11,2023-10-06,True
1118,Customer_118,LastName_118,59.0,Male,Konya,Manager,106265.0,customer1118@email.com,+90 513 852 33 18,2024-05-05,True
1119,Customer_119,LastName_119,58.0,Male,Adana,Consultant,130079.0,customer1119@email.com,+90 528 289 81 50,2023-01-22,True
1120,Customer_120,LastName_120,51.0,Male,Bursa,Sales,52502.0,customer1120@email.com,+90 586 555 87 59,2024-06-22,True
1121,Customer_121,LastName_121,72.0,Male,Antalya,Engineer,68766.0,customer1121@email.com,+90 583 224 93 74,2024-03-09,True
1122,Customer_122,LastName_122,42.0,Male,Antalya,Developer,83872.0,customer1122@email.com,+90 585 326 93 85,2023-01-25,False
1123,Customer_123,LastName_123,53.0,Female,Ankara,Manager,131410.0,customer1123@email.com,+90 521 778 38 67,2023-07-01,True
1124,Customer_124,LastName_124,21.0,Female,Konya,Developer,117764.0,customer1124@email.com,+90 576 938 96 86,2024-11-19,True
1125,Customer_125,LastName_125,75.0,Female,Izmir,Doctor,68024.0,customer1125@email.com,+90 584 508 93 58,2023-12-07,False
1126,Customer_126,LastName_126,38.0,Male,Adana,Consultant,59164.0,customer1126@email.com,+90 572 338 36 79,2023-04-13,True
1127,Customer_127,LastName_127,,Female,Gaziantep,Sales,113485.0,customer1127@email.com,+90 579 586 67 18,2024-10-26,True
1128,Customer_128,LastName_128,78.0,Female,Bursa,Engineer,87586.0,customer1128@email.com,+90 594 996 85 74,2024-05-09,True
1129,Customer_129,LastName_129,47.0,Female,Adana,Engineer,101227.0,customer1129@email.com,+90 533 630 23 23,2023-11-20,True
1130,Customer_130,LastName_130,55.0,Male,Antalya,Student,,customer1130@email.com,+90 589 607 97 41,2024-12-07,True
1131,Customer_131,LastName_131,29.0,Male,Ankara,Consultant,97042.0,customer1131@email.com,+90 515 212 32 28,2024-10-12,True
1132,Customer_132,LastName_132,56.0,Female,Gaziantep,Sales,103569.0,customer1132@email.com,+90 598 316 11 83,2023-04-02,True
1133,Customer_133,LastName_133,,Female,Gaziantep,Doctor,136500.0,customer1133@email.com,+90 550 792 36 17,2024-05-29,True
1134,Customer_134,LastName_134,71.0,Male,Istanbul,Manager,134184.0,customer1134@email.com,+90 552 388 52 92,2023-05-05,True
1135,Customer_135,LastName_135,79.0,Female,Antalya,Consultant,47884.0,customer1135@email.com,+90 539 389 87 29,2024-06-13,True
1136,Customer_136,LastName_136,36.0,Male,Antalya,Student,100380.0,customer1136@email.com,+90 596 417 88 11,2024-11-23,True
1137,Customer_137,LastName_137,19.0,Male,Bursa,Consultant,82716.0,customer1137@email.com,+90 597 699 89 77,2023-09-22,True
1138,Customer_138,LastName_138,39.0,Female,Izmir,Doctor,64262.0,customer1138@email.com,+90 588 438 28 44,2024-09-30,True
1139,Customer_139,LastName_139,,Male,Antalya,Analyst,105738.0,customer1139@email.com,+90 529 458 50 38,2023-12-01,False
1140,Customer_140,LastName_140,74.0,Male,Antalya,Student,91306.0,customer1140@email.com,+90 524 643 22 16,2023-04-14,True
1141,Customer_141,LastName_141,68.0,Male,Gaziantep,Consultant,122988.0,customer1141@email.com,+90 563 627 19 65,2024-03-15,False
1142,Customer_142,LastName_142,53.0,Male,Bursa,Designer,41212.0,customer1142@email.com,+90 575 598 47 62,2023-12-24,True
1143,Customer_143,LastName_143,20.0,Male,Izmir,Manager,66322.0,customer1143@email.com,+90 591 645 94 94,2024-12-01,True
1144,Customer_144,LastName_144,40.0,Male,Konya,Designer,33094.0,customer1144@email.com,+90 510 818 83 68,2023-11-26,False
1145,Customer_145,LastName_145,21.0,Female,Adana,Manager,119515.0,customer1145@email.com,+90 534 642 83 12,2024-09-11,True
1146,Customer_146,LastName_146,45.0,Male,Istanbul,Doctor,139495.0,customer1146@email.com,+90 595 713 75 96,2024-01-24,True
1147,Customer_147,LastName_147,31.0,Male,Adana,Sales,100485.0,customer1147@email.com,+90 550 971 71 62,2023-12-08,False
1148,Customer_148,LastName_148,23.0,Female,Gaziantep,Analyst,104037.0,customer1148@email.com,+90 597 476 42 22,2023-09-18,True
1149,Customer_149,LastName_149,23.0,Male,Istanbul,Sales,35571.0,customer1149@email.com,+90 548 128 34 28,2024-01-31,True
1150,Customer_150,LastName_150,58.0,Male,Istanbul,Student,90454.0,customer1150@email.com,+90 574 198 25 81,2024-08-19,True
1151,Customer_151,LastName_151,54.0,Other,Istanbul,Engineer,93225.0,customer1151@email.com,+90 580 696 84 69,2024-02-14,False
1152,Customer_152,LastName_152,24.0,Female,Izmir,Doctor,,customer1152@email.com,+90 588 796 54 61,2024-01-20,True
1153,Customer_153,LastName_153,30.0,Male,Istanbul,Doctor,123886.0,customer1153@email.com,+90 515 543 46 63,2023-05-18,True
1154,Customer_154,LastName_154,18.0,Female,Bursa,Teacher,63398.0,customer1154@email.com,+90 513 566 56 94,2023-09-12,True
1155,Customer_155,LastName_155,41.0,Female,Konya,Consultant,116814.0,customer1155@email.com,+90 546 846 91 51,2024-02-26,True
1156,Customer_156,LastName_156,51.0,Female,Bursa,Teacher,78351.0,customer1156@email.com,+90 557 839 70 71,2023-06-01,True
1157,Customer_157,LastName_157,69.0,Female,Konya,Developer,149478.0,customer1157@email.com,+90 564 626 68 72,2023-04-26,True
1158,Customer_158,LastName_158,27.0,Male,Bursa,Developer,55465.0,customer1158@email.com,+90 575 397 40 15,2023-02-16,True
1159,Customer_159,LastName_159,72.0,Male,Gaziantep,Doctor,36988.0,customer1159@email.com,+90 528 777 88 42,2023-09-15,True
1160,Customer_160,LastName_160,77.0,Female,Istanbul,Student,147589.0,customer1160@email.com,+90 562 865 39 84,2024-01-08,True
1161,Customer_161,LastName_161,23.0,Female,Bursa,Manager,59261.0,customer1161@email.com,+90 574 241 19 26,2024-08-29,False
1162,Customer_162,LastName_162,21.0,Female,Gaziantep,Analyst,106240.0,customer1162@email.com,+90 584 589 24 85,2024-01-15,False
1163,Customer_163,LastName_163,25.0,Male,Bursa,Manager,,customer1163@email.com,+90 512 341 65 68,2024-10-03,True
1164,Customer_164,LastName_164,63.0,Male,Ankara,Sales,106755.0,customer1164@email.com,+90 535 714 59 96,2023-06-07,True
1165,Customer_165,LastName_165,78.0,Female,Istanbul,Designer,101527.0,customer1165@email.com,+90 589 416 64 73,2023-06-02,False
1166,Customer_166,LastName_166,65.0,Female,Bursa,Teacher,114873.0,customer1166@email.com,+90 512 257 67 22,2024-01-04,True
1167,Customer_167,LastName_167,32.0,Male,Konya,Student,32213.0,customer1167@email.com,+90 581 936 16 60,2024-08-17,True
1168,Customer_168,LastName_168,62.0,Female,Konya,Sales,130343.0,customer1168@email.com,+90 563 790 36 21,2023-07-09,False
1169,Customer_169,LastName_169,29.0,Female,Adana,Student,87440.0,customer1169@email.com,+90 550 474 98 42,2023-09-14,True
1170,Customer_170,LastName_170,56.0,Male,Izmir,Manager,92262.0,customer1170@email.com,+90 588 642 20 45,2024-04-20,True
1171,Customer_171,LastName_171,64.0,Male,Bursa,Doctor,79323.0,customer1171@email.com,+90 515 734 54 69,2023-07-10,True
1172,Customer_172,LastName_172,23.0,Male,Konya,Teacher,148726.0,customer1172@email.com,+90 581 458 46 39,2023-07-06,True
1173,Customer_173,LastName_173,70.0,Female,Ankara,Engineer,126189.0,customer1173@email.com,+90 547 818 47 62,2024-09-15,False
1174,Customer_174,LastName_174,38.0,Male,Izmir,Doctor,67367.0,customer1174@email.com,+90 517 620 30 50,2023-11-06,True
1175,Customer_175,LastName_175,63.0,Female,Konya,Consultant,,customer1175@email.com,+90 578 374 89 27,2024-03-14,False
1176,Customer_176,LastName_176,49.0,Female,Izmir,Analyst,82439.0,customer1176@email.com,+90 585 179 14 76,2024-08-28,True
1177,Customer_177,LastName_177,49.0,Male,Adana,Engineer,134402.0,customer1177@email.com,+90 580 215 41 87,2023-10-25,False
1178,Customer_178,LastName_178,44.0,Male,Gaziantep,Developer,33702.0,customer1178@email.com,+90 597 531 42 78,2023-08-22,True
1179,Customer_179,LastName_179,64.0,Female,Gaziantep,Manager,72649.0,customer1179@email.com,+90 581 997 63 51,2023-03-06,False
1180,Customer_180,LastName_180,72.0,Female,Adana,Student,81578.0,customer1180@email.com,+90 544 713 70 69,2024-10-10,True
1181,Customer_181,LastName_181,,Male,Gaziantep,Manager,119310.0,customer1181@email.com,+90 558 890 77 44,2023-04-24,True
1182,Customer_182,LastName_182,39.0,Male,Adana,Designer,51876.0,customer1182@email.com,+90 523 377 39 12,2023-07-18,True
1183,Customer_183,LastName_183,53.0,Female,Gaziantep,Developer,64354.0,customer1183@email.com,+90 584 109 76 50,2023-02-20,True
1184,Customer_184,LastName_184,40.0,Female,Antalya,Teacher,116866.0,customer1184@email.com,+90 557 661 78 67,2023-08-06,True
1185,Customer_185,LastName_185,54.0,Male,Konya,Sales,39221.0,customer1185@email.com,+90 524 221 57 15,2024-01-09,True
1186,Customer_186,LastName_186,40.0,Female,Konya,Student,54135.0,customer1186@email.com,+90 513 378 54 74,2023-01-16,True
1187,Customer_187,LastName_187,,Female,Konya,Developer,120404.0,customer1187@email.com,+90 565 114 13 86,2024-03-12,True
1188,Customer_188,LastName_188,44.0,Male,Ankara,Student,135063.0,customer1188@email.com,+90 541 620 98 66,2023-07-09,True
1189,Customer_189,LastName_189,51.0,Female,Gaziantep,Doctor,117459.0,customer1189@email.com,+90 576 138 49 25,2023-02-06,True
1190,Customer_190,LastName_190,,Female,Ankara,Manager,93257.0,customer1190@email.com,+90 590 702 19 62,2024-03-20,True
1191,Customer_191,LastName_191,37.0,Male,Bursa,Student,41887.0,customer1191@email.com,+90 574 214 59 38,2024-11-27,True
1192,Customer_192,LastName_192,32.0,Female,Gaziantep,Manager,129267.0,customer1192@email.com,+90 527 791 41 42,2023-06-22,True
1193,Customer_193,LastName_193,59.0,Female,Ankara,Analyst,44885.0,customer1193@email.com,+90 595 974 20 38,2023-11-28,True
1194,Customer_194,LastName_194,21.0,Female,Izmir,Doctor,,customer1194@email.com,+90 529 761 81 95,2023-03-29,True
1195,Customer_195,LastName_195,46.0,Male,Izmir,Teacher,36060.0,customer1195@email.com,+90 524 390 89 43,2024-09-29,True
1196,Customer_196,LastName_196,,Female,Bursa,Teacher,115161.0,customer1196@email.com,+90 529 604 86 65,2023-09-11,True
1197,Customer_197,LastName_197,57.0,Male,Konya,Analyst,90419.0,customer1197@email.com,+90 560 962 94 59,2024-01-21,True
1198,Customer_198,LastName_198,28.0,Male,Izmir,Designer,138913.0,customer1198@email.com,+90 539 220 34 83,2024-04-23,True
1199,Customer_199,LastName_199,66.0,Male,Gaziantep,Consultant,46649.0,customer1199@email.com,+90 580 325 13 72,2023-10-12,True
1200,Customer_200,LastName_200,24.0,Female,Bursa,Student,128300.0,customer1200@email.com,+90 531 924 63 13,2023-07-25,True
1201,Customer_201,LastName_201,28.0,Male,Adana,Sales,91280.0,customer1201@email.com,+90 574 866 57 32,2024-01-10,True
1202,Customer_202,LastName_202,71.0,Female,Antalya,Consultant,73931.0,customer1202@email.com,+90 532 105 78 73,2023-04-23,True
1203,Customer_203,LastName_203,,Male,Ankara,Sales,107228.0,customer1203@email.com,+90 596 841 80 14,2023-08-12,True
1204,Customer_204,LastName_204,50.0,Female,Ankara,Doctor,124850.0,customer1204@email.com,+90 542 184 43 35,2023-10-03,True
1205,Customer_205,LastName_205,47.0,Male,Ankara,Analyst,82834.0,customer1205@email.com,+90 583 805 29 23,2024-12-06,True
1206,Customer_206,LastName_206,,Male,Antalya,Student,57937.0,customer1206@email.com,+90 580 301 17 67,2024-02-19,True
1207,Customer_207,LastName_207,79.0,Other,Ankara,Engineer,139895.0,customer1207@email.com,+90 510 320 40 17,2024-01-24,True
1208,Customer_208,LastName_208,57.0,Male,Adana,Teacher,67560.0,customer1208@email.com,+90 589 337 92 69,2023-12-18,False
1209,Customer_209,LastName_209,54.0,Male,Antalya,Manager,149788.0,customer1209@email.com,+90 571 493 27 75,2023-02-19,True
1210,Customer_210,LastName_210,30.0,Female,Antalya,Developer,122079.0,customer1210@email.com,+90 575 279 76 97,2023-02-10,True
1211,Customer_211,LastName_211,24.0,Female,Bursa,Designer,112538.0,customer1211@email.com,+90 518 462 57 69,2024-05-25,True
1212,Customer_212,LastName_212,41.0,Male,Adana,Analyst,,customer1212@email.com,+90 587 225 61 52,2024-06-05,True
